Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
78,1/10/2019,How to Teach an Intro to Stats Class,Mark Hansen,8:52:00,"1,912",Education,Short,"John, Richard",United States,Zoom,http://statsandstories.net/education1/how-to-teach-an-intro-to-stats-class,"Mark Hansen is a professor of journalism where he also serves as the Director of the David and Helen Gurley Brown Institute for Media Innovation. Founded in 2012, the Brown Institute is a bi-coastal collaboration between Columbia Journalism School and the School of Engineering at Stanford University -- its mission is to explore the interplay between technology and story. (1/10/2019)",,78
77,1/3/2019,What’s Going on With This Graph?,Sharon Hessney,27:49:00,"1,912",Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/whats-going-on-with-this-graph,"Sharon Hessney is a veteran K-12 math teacher and writer, moderator, and coordinator of What's Going On With this Graph? WGOWTG is a free, weekly online feature, is a partnership of the New York Times Learning Network and the American Statistical Association. (Date: 1/3/2019)",,77
76,12/27/2018,The Statistics of the Year ,David Spiegelhalter,27:49:00,"1,682",Entertainment,Long,"John, Rosemary, Richard",United Kingdom,Zoom,https://statsandstories.net/entertainment1/stats-of-the-year,"David Spiegelhalter is Winton Professor for the Public Understanding of Risk in the Statistical Laboratory at the University of Cambridge, Chair of the Winton Centre for Risk and Evidence Communication, and President of the Royal Statistical Society. (Date: 12/27/2018)",,76
75,12/20/2018,Why Should You Care If A Statistical Agency is Being Reorganized? ,"Lisa LaVange, Ron Wasserstein",29:07:00,"1,540",Methods,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/methods/using-data-to-protect-human-rights,Lisa LaVange and Ron Wasserstein dive deeper into the comments made by the American Statistical Association on the recent relocation efforts being made at the Economic Research Service at the USDA. Dr. Lisa LaVange is the 2018 President and Ron Wasserstein is the executive director of ASA. (Date: 12/20/2018),,75
74,12/13/2018,Using Data to Protect Human Rights ,Megan Price,27:31:00,"1,666",Society,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/society1/2018/12/13/stats-stories-episode-74?rq=Using%20Data%20to%20Protect%20Human%20Rights,"Megan Price is the executive director of the Human Rights Data Analysis Group (HRDAG), and designs strategies and methods for statistical analysis of human rights data for projects in a variety of locations including Guatemala, Colombia, and Syria. She has contributed analyses submitted as evidence in two court cases in Guatemala and has served as the lead statistician and author on three UN reports documenting deaths in Syria. (Date: 12/13/2018)",,74
73,12/6/2018,Better Bayes Winner Revealed ,Stephen Ziliak,14:27:00,"1,678",Methods,Special,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/methods/2018/12/6/better-bayes-winner-revealed-stats-and-stories-episode-73,"Stephen T. Ziliak is Professor of Economics at Roosevelt University and Conjoint Professor of Business and Law at the University of Newcastle-Australia.  A major contributor to the American Statistical Association “Statement on Statistical Significance and P-values” (2016) he is probably best known for his book (with Deirdre N. McCloskey) on The Cult of Statistical Significance: How the Standard Error Costs Us Jobs, Justice, and Lives (2008), showing the damage done by a culture of mindless significance testing, the history of wrong turns, and the benefits which could be enjoyed by returning to Bayesian and Guinnessometric roots. (Date: 12/6/2018)",,73
72,11/22/2018,Bootstrapping an International Prize,Brad Efron,30:06:00,"1,972",Methods,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/methods/2018/9/28/bootstrapping-an-international-prize,"Brad Efron is Max H. Stein Professor of Humanities and Sciences and Professor of Statistics at Stanford University, and Professor of Biostatistics with the Department of Biomedical Data Science in the Stanford School of Medicine; he serves as Co-director of the undergraduate Mathematical and Computational Sciences Program administered by the Department of Statistics. He has held visiting faculty appointments at Harvard, UC Berkeley, and Imperial College, London. He has been recognized with the 2018 International Prize in Statistics. (Date: 12/4/2018)",,72
71,11/15/2018,Coal Mining and Fact Finding,Jonny Jacobsen,28:23:00,"1,420",Politics,Long,"John, Rosemary, Richard",United Kingdom,Zoom,https://statsandstories.net/politics1/2018/9/20/what-does-the-national-statistics-office-do-stats-and-stories-episode-66,"Jonny Jacobsen Paris-based journalist works as an editor with Agence France-Presse news agency. He wrote his first article for Significance magazine during a sabbatical year in England to take a Masters in Data Journalism. He is preparing a longer version of that article, incorporating documents discussed in this week's podcast, for the Shorthand platform. DMs open on Twitter: @jonnymcj. (Date: 11/15/2018)",,71
70,11/8/2018,Understanding Data in the Digital Age,Mark Hansen,37:45:00,"1,739",Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/11/15/understanding-data-in-the-digital-age-stats-and-stories-episode-70,"Mark Hansen is a professor of journalism where he also serves as the Director of the David and Helen Gurley Brown Institute for Media Innovation. Founded in 2012, the Brown Institute is a bi-coastal collaboration between Columbia Journalism School and the School of Engineering at Stanford University -- its mission is to explore the interplay between technology and story. (Date: 11/15/2018)",,70
69,11/1/2018,Voter Rolls and Big Data ,Matt Dempsey,28:52:00,"1,612",Politics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/11/1/voter-rolls-and-big-data-stats-stories-episode-69,"Matt Dempsey is the data editor at the Houston Chronicle. He worked on projects involving wildfires, state pensions, and the chemical industry. His passion for public records frequently leads to disclosure of data from all levels of government. His series Chemical Breakdown won the 2016 IRE Innovation award and the National Press Foundation's ""Feddie"" award. His work was a key part of the Chronicle's Pulitzer Prize finalist entry for Breaking News. (Date: 11/1/2018)",,69
68,10/18/2018,The Fab Formula,Mark Glickman,31:12:00,"1,666",Methods,Long,"John, Rosemary, Richard",United Kingdom,Zoom,https://statsandstories.squarespace.com/methods/2018/10/18/the-fab-formula-stats-and-stories-episode-68,"Mark Glickman, a Fellow of the American Statistical Association, is Senior Lecturer on Statistics at Harvard University, and Senior Statistician at the Center for Healthcare Organization and Implementation Research, a VA Center of Innovation.  He is well-known for his work in games and sports, having created the Glicko and Glicko-2 rating systems that are widely used in online gaming.  (Date: 10/18/2018)",,68
67,10/4/2018,Radio Ratings Revealed ,Tripp Eldridge,30:43:00,"1,573",Media,Long,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/media1/2018/9/28/radio-ratings-revealed-stats-and-stories-episode-67,"Tripp Eldridge is a host and member of the Cincinnati Public Radio station WVXU which producers his weekly show Start Hear where he  the role of ""Podcast Jockey"" to introduce his audience to new national and local podcasts. (Date: 10/4/2018)",,67
66,9/20/2018,What Does the National Statistics Office Do?,Andreas Georgiou,6:33:00,"1,616",Politics,Short,"John, Richard",Greece,Zoom,https://statsandstories.net/politics1/2018/9/20/what-does-the-national-statistics-office-do-stats-and-stories-episode-66,"Andreas V. Georgiou is an economist with specializations in Monetary Theory and Stabilization Policy and in International Trade and Finance. After working for the International Monetary Fund, he returned to Greece in 2010 to head the newly established Hellenic Statistical Authority (ELSTAT)-the successor of the National Statistical Service of Greece following the onset of the economic crisis in Greece. (Date: 6/28/2018)",,66
65,9/6/2018,Explaining Bayes Better ,Kerrie Mengersen,13:29:00,"1,971",Health,Short,"John, Richard",Australia,Zoom,http://statsandstories.net/health1/2018/9/6/explaining-bayes-better-stats-short-stories-episode-65,"Kerrie Mengersen (@KerrieMengersen) is Distinguished Professor at the Queensland University of Technology in Brisbane, Queensland, Australia, and past-President of the International Society for Bayesian Analysis (ISBA) . Her research spans Bayesian statistics, computational statistics, environmental, genetic and health statistics. (Date: 4/19/2018)",,65
64,8/23/2018,"Reading, Writing and Risk Literacy?",Gerd Gigerenzer,33:21:00,"1,799",Education,Long,"John, Rosemary, Richard",Germany,Zoom,https://statsandstories.net/education1/2018/8/23/reading-writing-and-risk-literacy-stats-stories-episode-64,"Gerd Gigerenzer is Director of the Harding Center for Risk Literacy at the Max Planck Institute for Human Development in Berlin and partner of Simply Rational - The Institute for Decisions. Gigerenzer has trained U.S. federal judges, German physicians, and top managers in decision making and understanding risks and uncertainties.  (Date: 8/23/2018)",,64
63,8/9/2018,Happy Birthday to R! ,Nick Thieme,27:59:00,"1,394",Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/7/6cwn03cl9f8zkxpl5ijmibrvddakx2,"Nick Thieme (@FurrierTranform) is a research fellow at University of California Hastings Institute for Innovation Law and freelance writer for a variety of outlets. Currently, his work focuses on AI regulation, cybersecurity, and pharmaceutical patent trolling. (Date: 1/31/2018)",,63
62,7/27/2018,R R R R R ... Not Just For Pirates Anymore,Hadley Wickham,26:53:00,"1,458",Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/r-r-r-r-r-not-just-for-pirates-anymore-stats-stories-episode-62,"Hadley Wickham (@hadleywickham) is Chief Scientist at RStudio, a member of the R Foundation, and Adjunct Professor at Stanford University and the University of Auckland. He builds tools (both computational and cognitive) to make data science easier, faster, and more fun. (Date: 7/27/2018)",First Episode released with Charles,62
61,7/14/2018,Feeling The Earth Move,Kathyrn Miles,29:06:00,984,Environment,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/environment1/2018/7/30/feeling-the-earth-move,"Kathyrn Miles ( @Kathryn_Miles ) is a journalist, Writer-in-residence at Green Mountain College and author of QUAKELAND: ON THE ROAD TO AMERICA'S NEXT DEVASTATING EARTHQUAKE and SUPERSTORM. (Date: 7/12/2018)",,61
60,6/28/2018,Holding Up A Mirror To Society - A Tale Of Official Statistics In Greece ,Andreas Georgiou,28:19:00,969,Economics,Long,"John, Rosemary, Richard",Greece,Zoom,https://statsandstories.net/economics1/2018/8/2/holding-up-a-mirror-to-society-a-tale-of-official-statistics-in-greece-stats-stories-episode-60,"Andreas V. Georgiou is an economist with specializations in Monetary Theory and Stabilization Policy and in International Trade and Finance. After working for the International Monetary Fund, he returned to Greece in 2010 to head the newly established Hellenic Statistical Authority (ELSTAT)-the successor of the National Statistical Service of Greece following the onset of the economic crisis in Greece. (Date: 6/28/2018)",,60
59,6/14/2018,G ..O.. O.. A.. A.. A.. L.. L.. L.. L.. - Celebrating The Statistics Of The Beautiful Game ,Luke Bornn,29:43:00,"1,170",Sports,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/sports1/2018/8/2/g-o-o-a-a-a-l-l-l-l-celebrating-the-statistics-of-the-beautiful-game-stats-stories-episode-59,"Luke Bornn (@LukeBornn) is currently Vice President, Strategy and Analytics for the Sacramento Kings. Prior to joining the Kings, Bornn served as Head of Analytics for A.S. Roma of the Italian Serie A Football League, where he worked closely with managers, coaches and sports scientists to measure and evaluate athletes and performance. (Date: 6/14/2018)",,59
58,6/7/2018,"G-D-P, It'S Easy As 1-2-3",Diane Coyle,29:22:00,"1,046",Economics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/economics1/2018/8/2/g-d-p-its-easy-as-1-2-3-stats-stories-episode-58,"Diane Coyle. Diane is founder of Enlightenment Economics , and Bennett Professor of Public Policy at the University of Cambridge. She was recently appointed Commander of the Order of the British Empire (CBE) for ""services to Economics and the Public Understanding of Economics"". She is also the author of the 2014 book -- GDP A Brief but Affectionate History. (Date: 6/7/2018)",,58
57,5/24/2018,Chins And Ears Are Not Information Rich - Awkwardness And Social Relationships,Ty Tashiro,8:42:00,855,Society,Short,John,United States,Zoom,https://statsandstories.net/lifestyle1/2018/8/2/chins-and-ears-are-not-information-rich-awkwardness-and-social-relationships-stats-stories-episode-57,Ty Tashiro (@tytashiro) is an author and relationship expert. He wrote Awkward: The Science of Why We're Socially Awkward and Why That's Awesome and The Science of Happily Ever After. (Date: 2/13/2018),,57
56,5/10/2018,Are Communities Helped By Terraforming Food Deserts?,Bonnie Ghosh-Dastidar,28:46:00,842,Economics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/economics1/2018/8/2/are-communities-helped-by-terraforming-food-deserts-stats-stories-episode-56,Gary King (@kinggary) is the Albert J. Weatherhead III University Professor and Director of the Institute for Quantitative Social Science at Harvard University . King focuses on innovations that span the range from statistical theory to practical application. (Date: 4/26/2018),,56
55,4/26/2018,Abstract Art Or Modern Congressional Districts- Statistical Thinking To Fix Gerrymandering,Gary King ,28:54:00,895,Politics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/8/2/abstract-art-or-modern-congressional-districts-statistical-thinking-to-fix-gerrymandering-stats-stories-episode-55-1,Gary King (@kinggary) is the Albert J. Weatherhead III University Professor and Director of the Institute for Quantitative Social Science at Harvard University . King focuses on innovations that span the range from statistical theory to practical application. (Date: 4/26/2018),,55
54,4/19/2018,"Jaguar Corridors, Koala Conservation And Reef Health - Statistics In Celebration Of Earth Day",Kerrie Mengersen,28:59:00,885,Environment,Long,"John, Rosemary, Richard",Australia,Zoom,https://statsandstories.net/environment1/2018/7/30/jaguar-corridors-koala-conservation-and-reef-health-statistics-in-celebration-of-earth-day-1,"Kerrie Mengersen (@KerrieMengersen) is Distinguished Professor at the Queensland University of Technology in Brisbane, Queensland, Australia, and past-President of the International Society for Bayesian Analysis (ISBA) . Her research spans Bayesian statistics, computational statistics, environmental, genetic and health statistics. (Date: 4/19/2018)",,54
53,3/29/2018,Protecting Seaside Cities From Possible Future Impacts Of Climate Change,Peter Guttorp ,26:18:00,954,Environment,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/environment1/2018/7/30/protecting-seaside-cities-from-possible-future-impacts-of-climate-change,"Peter Guttorp (@pgseattle) is a Professor at the Norwegian Computing Center in Oslo, Norway, and Professor Emeritus at the University of Washington, Seattle. He is also a vice-president of the International Statistical Institute. (Date: 3/29/2018)",,53
52,3/15/2018,"Hey, I'm Working On A Story And Can You Help Me With The Statistics?",Rebecca Goldin,29:58:00,879,Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/hey-im-working-on-a-story-and-can-you-help-me-with-the-statistics-stats-stories-episode-52,Rebecca Goldin ( @rebegol ) is a professor of mathematics George Mason University and the Director of STATS at Sense About Science USA. (Date: 3/16/2018),,52
51,2/28/2018,Slavery In The Modern World ,Davina Durgana,32:32:00,890,Health,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/health1/2018/8/2/slavery-in-the-modern-world-stats-stories-episode-51,"Davina P. Durgana (@DavinaDurgana) is Assistant Professor and Senior Practitioner Faculty at SIT Graduate Institute, human rights statistician who has developed models to assess risk and vulnerability to modern slavery. (Date: 2/28/2018)",,51
50,2/13/2018,Reading The Book Of Love-What Can You Learn From Relationship Science?,Ty Tashiro,29:46:00,909,Society,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/lifestyle1/2018/8/2/reading-the-book-of-love-what-can-you-learn-from-relationship-science-stats-stories-episode-50,Ty Tashiro (@tytashiro) is an author and relationship expert. He wrote Awkward: The Science of Why We're Socially Awkward and Why That's Awesome and The Science of Happily Ever After. (Date: 2/13/2018),,50
49,1/31/2018,Balancing Rigor And Entertainment When Telling Stories About Data,Nick Thieme,25:38:00,826,Entertainment,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/entertainment1/2018/8/2/balancing-rigor-and-entertainment-when-telling-stories-about-data-stats-stories-episode-49,"Nick Thieme (@FurrierTranform) is a research fellow at University of California Hastings Institute for Innovation Law and freelance writer for a variety of outlets. Currently, his work focuses on AI regulation, cybersecurity, and pharmaceutical patent trolling. (Date: 1/31/2018)",,49
48,1/18/2018,Were The Cancer Clusters Real? Statistical Support For Evaluating Public Policy,David Banks,27:52:00,938,Health,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/health1/2018/8/2/were-the-cancer-clusters-real-statistical-support-for-evaluating-public-policy-stats-stories-episode-48,"David Banks is a statistician at Duke University. He is a fellow of the American Statistical Association and the Institute of Mathematical Statistics, and a former editor of the Journal of the American Statistical Association and Statistics and Public Policy. (Date: 1/18/2018 & 12/4/2017)",,48
47,12/29/2017,Just In Time For The Holiday Shopping Season - A Story About Online Marketing,Glenn Platt,30:03:00,934,Economics,Long,"John, Rosemary, Richard",United States,Studio,https://statsandstories.net/economics1/2018/8/2/just-in-time-for-the-holiday-shopping-season-a-story-about-online-marketing-stats-stories-episode-47,"Glenn Platt (@glennplatt) is the C. Michael Armstrong Professor of Network Technology & Management & Director of Interactive Media Studies at Miami Universit. He is interested in social media marketing, digital media and e-Commerc. He is also the faculty ponsor of the Esports team at Miami. (Date: 12/29/2017)",,47
46,12/4/2017,Playing A Risky Game,David Banks,8:02:00,844,Media,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/playing-a-risky-game-stats-stories-episode-46,"David Banks is a statistician at Duke University. He is a fellow of the American Statistical Association and the Institute of Mathematical Statistics, and a former editor of the Journal of the American Statistical Association and Statistics and Public Policy. (Date: 1/18/2018 & 12/4/2017)",,46
45,11/20/2017,Thankful For A Bountiful Harvest - How Bountiful Was It And Who Produced It?,Linda Young,29:08:00,869,Politics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/8/2/thankful-for-a-bountiful-harvest-how-bountiful-was-it-and-who-produced-it-stats-stories-episode-45-1,Linda J. Young is Chief Mathematical Statistician and Director of Research and Development of USDA's National Agricultural Statistics Service. (Date: 11/20/17 & 11/6/2017),,45
44,11/6/2017,Growing Surveys - Building An Agricultural Census ,Linda Young,6:03:00,842,Politics,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/8/2/growing-surveys-building-an-agricultural-census-stats-stories-episode-44-1,Linda J. Young is Chief Mathematical Statistician and Director of Research and Development of USDA's National Agricultural Statistics Service. (Date: 11/20/17 & 11/6/2017),,44
43,10/17/2017,Why Don't People Like My Graphs? ,Alberto Cairo,29:03:00,972,Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/why-dont-people-like-my-graphs-stats-stories-episode-43,Alberto Cairo @albertocairo is the Knight Chair in Visual Journalism at the University of Miami. He's also director of the visualization program at UM's Center for Computational Science. (Date: 10/17/2017 & 10/2/2017),,43
42,10/2/2017,"Visualization And Reporting Goals: Truth, Function, Beauty, Insight, Enlightenment And Morality ",Alberto Cairo,6:48:00,860,Media,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/visualization-and-reporting-goals-truth-function-beauty-insight-enlightenment-and-morality-stats-stories-episode-42,Alberto Cairo @albertocairo is the Knight Chair in Visual Journalism at the University of Miami. He's also director of the visualization program at UM's Center for Computational Science. (Date: 10/17/2017 & 10/2/2017),,42
41,9/14/2017,"Stats Of Cool Cats: Emotions, Mood Management And Cat Videos",Jessica Myrick,26:53:00,904,Society,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/lifestyle1/2018/8/2/stats-of-cool-cats-emotions-mood-management-and-cat-videos-stats-stories-episode-41,Jessica G. Myrick (@jessmyrick) is an associate professor of media studies at the Bellisario College of Communications at Penn State University. Her research focuses on the role of emotions in shaping our responses to various types of media messages. (Date: 9/14/2017),,41
40,9/1/2017,A Journalist Checks His Numbers,Alan Schwarz,7:56:00,761,Sports,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/a-journalist-checks-his-numbers-stats-stories-episode-40,Alan Schwarz (@alanschwarz) is a Pulitzer Prize-nominated journalist best known for his reportage of public health issues for The New York Times. His 130-article series on concussions in sports is roundly credited with exposing the seriousness of head injuries in the National Football League and all youth athletics. (Date: 9/1/2017 & 8/17/2017),,40
39,8/17/2017,Gridiron ... Touchdown ... Field Goal ... Traumatic Brain Injury,Alan Schwarz,32:12:00,"1,093",Sports,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/sports1/2018/8/2/gridiron-touchdown-field-goal-traumatic-brain-injury-stats-stories-episode-39,Alan Schwarz (@alanschwarz) is a Pulitzer Prize-nominated journalist best known for his reportage of public health issues for The New York Times. His 130-article series on concussions in sports is roundly credited with exposing the seriousness of head injuries in the National Football League and all youth athletics. (Date: 9/1/2017 & 8/17/2017),,39
38,7/28/2017,Describing And Measuring An $18 Trillion Economy ,Brian Moyer,26:57:00,"1,035",Economics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/economics1/2018/8/2/describing-and-measuring-an-18-trillion-economy-stats-stories-episode-38,"Dr. Brian Moyer is director of the U.S. Bureau of Economic Analysis. BEA, made up entirely of career civil servants, is an impartial producer of official statistics on the U.S. economy. (Date: 7/28/2018)",,38
37,7/14/2017,Epidemic Trials And Tribulations ,Susan Ellenberg,25:47:00,939,Health,Long,"John, Steve",United States,Zoom,https://statsandstories.net/health1/2018/8/2/epidemic-trials-and-tribulations-stats-stories-episode-37,"Dr. Susan Ellenberg is Professor of Biostatistics, Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicineat the University of Pennsylvania, with a secondary appointment in the Department of Medical Ethics and Health Policy.  (Date: 7/14/2017 & 6/30/2017)",,37
36,6/30/2017,And The Winner Of The First International Prize Of Statistics Is... Sir David Cox ,Susan Ellenberg,6:54:00,824,Media,Short,"John, Steve",United States,Zoom,https://statsandstories.net/media1/2018/8/2/and-the-winner-of-the-first-international-prize-of-statistics-is-sir-david-cox-stats-stories-episode-36,"Dr. Susan Ellenberg is Professor of Biostatistics, Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicineat the University of Pennsylvania, with a secondary appointment in the Department of Medical Ethics and Health Policy.  (Date: 7/14/2017 & 6/30/2017)",,36
35,6/15/2017,Counting Crime,Jeri Mulrow,32:49:00,893,Crime,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/crime1/2018/8/2/counting-crime-stats-stories-episode-35,"Jeri M. Mulrow is the Acting Director for the Bureau of Justice Statistics. BJS's mission is to collect, analyze, and disseminate information on crime, criminal offenders, victims of crime, and the operation of justice systems at all levels of government. BJS is a component of the Office of Justice Programs in the Department of Justice. (Date: 6/15/2017)",,35
34,5/31/2017,Spotting Fake News,Mona Chalabi,7:48:00,885,Media,Short,"John, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/spotting-fake-news-stats-stories-episode-34,"Mona Chalabi (@MonaChalabi) is the Data Editor of The Guardian US and a columnist at New York Magazine. As well as co-producing a four-part documentary series about vaginas , Mona has written for TV shows on National Geographic, the BBC and VICE. (Date: 5/31/2017 & 5/19/2017)",,34
33,5/19/2017,Sifting Through Noisy Data To Find Stories,Mona Chalabi,29:13:00,871,Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/sifting-through-noisy-data-to-find-stories-stats-stories-episode-33,"Mona Chalabi (@MonaChalabi) is the Data Editor of The Guardian US and a columnist at New York Magazine. As well as co-producing a four-part documentary series about vaginas , Mona has written for TV shows on National Geographic, the BBC and VICE. (Date: 5/31/2017 & 5/19/2017)",,33
32,5/17/2017,Complete And Accurate Counts: Planning And Conducting The Decennial Census ,John Thompson,23:18:00,845,Economics,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/8/2/complete-and-accurate-counts-planning-and-conducting-the-decennial-census-stats-stories-episode-32-1,"John H. Thompson is the 24th Census Bureau Director. The Census Bureau prepares the 2020 Census and over more than 100 other censuses and surveys, which measure America's people, places and economy, and provide the basis for crucial economic indicators such as the unemployment rate. (Date: 5/17/2017 & 5/1/2017)",,32
31,5/1/2017,Getting The Sense Of Us From The Census,John Thompson,5:24:00,965,Politics,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/politics1/2018/8/2/getting-the-sense-of-us-from-the-census-stats-stories-episode-31-1,"John H. Thompson is the 24th Census Bureau Director. The Census Bureau prepares the 2020 Census and over more than 100 other censuses and surveys, which measure America's people, places and economy, and provide the basis for crucial economic indicators such as the unemployment rate. (Date: 5/17/2017 & 5/1/2017)",,31
30,4/17/2017,Do's And Don'ts Of Data Journalism ,Andrew Flowers,28:21:00,831,Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/dos-and-donts-of-data-journalism-stats-stories-episode-30-1,"Andrew Flowers (@andrewflowers) is a freelance data journalist and a former quantitative editor at FiveThirtyEight.com . He writes about economics, trade, welfare, sports and more. (Date: 4/17/2017 & 3/31/2017)",,30
29,3/31/2017,So A 70-30 Support Split Is Not A Sure Thing? ,Andrew Flowers,6:13:00,987,Media,Short,"John, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/so-a-70-30-support-split-is-not-a-sure-thing-stats-stories-episode-29,"Andrew Flowers (@andrewflowers) is a freelance data journalist and a former quantitative editor at FiveThirtyEight.com . He writes about economics, trade, welfare, sports and more. (Date: 4/17/2017 & 3/31/2017)",,29
28,3/15/2017,"If Your Friend Believes It, Then It Must Be True - Tracking The Spread Of Fake News Across Networks ",Filippo Menczer,32:52:00,913,Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/if-your-friend-believes-it-then-it-must-be-true-tracking-the-spread-of-fake-news-across-networks-stats-stories-episode-28,"Filippo Menczer is a professor of informatics and computer science at Indiana University, Bloomington. He is an ACM Distinguished Scientist and a Senior Research Fellow of The Kinsey Institute. (Date: 3/15/2017)",,28
27,2/28/2017,I'd Give That Study 4 Stars: Considering The Quality Of Research,David Spiegelhalter,8:57:00,926,Media,Long,"John, Richard",United States,Zoom,https://statsandstories.net/media1/2018/8/2/id-give-that-study-4-stars-considering-the-quality-of-research-stats-stories-episode-27,"David Spiegelhalter is Winton Professor for the Public Understanding of Risk in the Statistical Laboratory at the University of Cambridge, Chair of the Winton Centre for Risk and Evidence Communication, and President of the Royal Statistical Society. (Date: 2/28/2107 & 2/13/2017)",,27
26,2/13/2017,Sex By Numbers ,David Spiegelhalter,27:57:00,"1,076",Society,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/lifestyle1/2018/8/2/sex-by-numbers-stats-stories-episode-26,"David Spiegelhalter is Winton Professor for the Public Understanding of Risk in the Statistical Laboratory at the University of Cambridge, Chair of the Winton Centre for Risk and Evidence Communication, and President of the Royal Statistical Society. (Date: 2/28/2107 & 2/13/2017)",,26
25,2/2/2017,What Skills Are Needed To Work In Enrollment Offices In Higher Education?,Michael Kabbaz,4:32:00,960,Education,Short,"John, Richard",United States,Studio,https://statsandstories.net/education1/2018/8/2/what-skills-are-needed-to-work-in-enrollment-offices-in-higher-education-stats-stories-episode-25,"Michael Kabbaz is Vice President , Division of Enrollment Management and Student Success at Miami University. His Division includes Offices of Admission, Bursar, Career Services, Enrollment Communication, Enrollment Operations and One Stop Services, Enrollment Research and Analysis, University Registrar,Student Financial Assistance and the Student Success Center. (Date: 2/2/2017 & 1/18/2017)",,25
24,1/18/2017,"Reading, Writing, And Enrollment Analytics",Michael Kabbaz,30:54:00,826,Education,Long,"John, Rosemary, Richard",United States,Studio,https://statsandstories.net/education1/2018/8/2/reading-writing-and-enrollment-analytics-stats-stories-episode-24,"Michael Kabbaz is Vice President , Division of Enrollment Management and Student Success at Miami University. His Division includes Offices of Admission, Bursar, Career Services, Enrollment Communication, Enrollment Operations and One Stop Services, Enrollment Research and Analysis, University Registrar,Student Financial Assistance and the Student Success Center. (Date: 2/2/2017 & 1/18/2017)",,24
23,12/16/2016,Will You Be One Of The 8% Who Keep Their New Year's Resolutions? Understanding Behavior Change.,Rose Marie Ward,29:57:00,914,Entertainment,Long,"John, Rosemary, Richard",United States,Studio,https://statsandstories.net/entertainment1/2018/8/2/will-you-be-one-of-the-8-who-keep-their-new-years-resolutions-understanding-behavior-change-stats-stories-episode-23,"Dr. Rose Marie Ward is a professor in Miami University's Department of Kinesiology & Health. She studies college student health, with a focus on both addictive/harmful behaviors (alcohol use, disordered eating, unsafe and unwanted sexual behavior) and prosocial activities (women’s leadership, life satisfaction, scholastic achievement, exercise, and athleticism).",First Rosenary Episode,23
